discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
2000 Metres Steeplechase,5:25.50,,Phil NORMAN,1989-10-20,GBR,"Schönbuchstadion, Pliezhausen (GER)",M,2024-05-05,2024,World Leading 2024,False,False,False,False,GER,"Schönbuchstadion, Pliezhausen",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,,,,,
3000 Metres Steeplechase,8:07.25,,Samuel FIREWU,2004-05-03,ETH,"Suhaim bin Hamad Stadium, Doha (QAT)",M,2024-05-10,2024,World Leading 2024,False,False,False,False,QAT,"Suhaim bin Hamad Stadium, Doha",State of Qatar,Asia,Western Asia,25.5,51.25,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
High Jump,2.36,,Hamish KERR,1996-08-17,NZL,"Glasgow Arena, Glasgow (GBR) (i)",M,2024-03-03,2024,World Leading 2024,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
4x100 Metres Relay,37.40,,United States,,USA,"The Bahamas National Stadium, Nassau (BAH)",M,2024-05-05,2024,World Leading 2024,False,False,False,False,BAH,"The Bahamas National Stadium, Nassau",Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963,United States of America,Americas,North America,38.0,-97.0
60 Metres Hurdles,7.27   *,,Grant HOLLOWAY,1997-11-19,USA,"Convention Center, Albuquerque, NM (USA) (i)",M,2024-02-16,2024,World Records,True,True,False,False,USA,"Convention Center, Albuquerque, NM",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Long Jump,8.40,,Wayne PINNOCK,2000-10-24,JAM,"The Track at New Balance, Boston, MA (USA) (i)",M,2024-03-08,2024,World Leading 2024,True,False,False,False,USA,"The Track at New Balance, Boston, MA",United States of America,Americas,North America,38.0,-97.0,Jamaica,Americas,Caribbean,18.25,-77.5
Triple Jump,17.61,,Andy DÍAZ HERNÁNDEZ,1995-12-25,ITA,"Arena, Toruń (POL) (i)",M,2024-02-06,2024,World Leading 2024,True,False,False,False,POL,"Arena, Toruń",Republic of Poland,Europe,Central Europe,52.0,20.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
Shot Put,23.13,,Joe KOVACS,1989-06-28,USA,"Hayward Field, Eugene, OR (USA)",M,2024-05-25,2024,World Leading 2024,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
10 Kilometres Road,26:57,,Birhanu BALEW,1996-02-27,BRN,Valencia (ESP),M,2024-01-14,2024,Asian Records,False,False,False,False,ESP,Valencia,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,,,,,
Discus Throw,74.35,,Mykolas ALEKNA,2002-09-28,LTU,"Millican Field at Throw Town, Ramona, OK (USA)",M,2024-04-14,2024,World Leading 2024,False,False,False,False,USA,"Millican Field at Throw Town, Ramona, OK",United States of America,Americas,North America,38.0,-97.0,Republic of Lithuania,Europe,Northern Europe,56.0,24.0
Hammer Throw,84.38,,Ethan KATZBERG,2002-04-05,CAN,"Nyayo National Stadium, Nairobi (KEN)",M,2024-04-20,2024,World Leading 2024,False,False,False,False,KEN,"Nyayo National Stadium, Nairobi",Republic of Kenya,Africa,Eastern Africa,1.0,38.0,Canada,Americas,North America,60.0,-95.0
Javelin Throw,90.20,,Max DEHNING,2004-09-09,GER,"Werferzentrum Brandberge, Halle (GER)",M,2024-02-25,2024,World Leading 2024,False,False,False,False,GER,"Werferzentrum Brandberge, Halle",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
Pole Vault,6.24,,Armand DUPLANTIS,1999-11-10,SWE,"Egret Stadium, Xiamen (CHN)",M,2024-04-20,2024,World Leading 2024,False,False,False,False,CHN,"Egret Stadium, Xiamen",People's Republic of China,Asia,Eastern Asia,35.0,105.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
"10,000 Metres",26:50.81,,Daniel MATEIKO,1998-08-04,KEN,"Hayward Field, Eugene, OR (USA)",M,2024-05-25,2024,World Leading 2024,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
60 Metres Hurdles,7.58,,Eduardo RODRIGUES,1995-10-08,BRA,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL) (i)",M,2024-01-28,2024,South American Records,True,False,False,False,BOL,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba",Plurinational State of Bolivia,Americas,South America,-17.0,-65.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
4x200 Metres Relay Short Track,1:25.40,,Hamburger SV,,GER,"Quarterback Immobilien Arena, Leipzig (GER) (i)",M,2024-02-18,2024,World Leading 2024,True,False,False,False,GER,"Quarterback Immobilien Arena, Leipzig",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
20 Kilometres Race Walk,1:27:09,,Jemima MONTAG,1998-02-15,AUS,Adelaide (AUS),W,2024-02-11,2024,Oceanian Records,False,False,False,False,AUS,Adelaide,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
4x400 Metres Relay Mixed,3:14.48,,Colombia,,COL,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",M,2024-04-07,2024,South American Records,False,False,False,False,MEX,"Centro Deportivo Olímpico Mexicano, Ciudad de México",United Mexican States,Americas,North America,23.0,-102.0,Republic of Colombia,Americas,South America,4.0,-72.0
4x100 Metres Relay,42.83,,Australia,,AUS,"The Bahamas National Stadium, Nassau (BAH)",W,2024-05-04,2024,Oceanian Records,False,False,False,False,BAH,"The Bahamas National Stadium, Nassau",Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
1000 Metres Short Track,2:16.95,,Jack ANSTEY,1997-04-08,AUS,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",W,2024-02-10,2024,Oceanian Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
5000 Metres Short Track,13:04.33,,Geordie BEAMISH,1996-10-24,NZL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",W,2024-01-26,2024,Oceanian Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
10 Kilometres Road,26:57,,Birhanu BALEW,1996-02-27,BRN,Valencia (ESP),W,2024-01-14,2024,Asian Records,False,False,False,False,ESP,Valencia,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,,,,,
"10,000 Metres",27:09.57,,Jack RAYNER,1995-12-19,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",W,2024-03-16,2024,Oceanian Records,False,False,False,False,USA,"JSerra Catholic HS, San Juan Capistrano, CA",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
High Jump,2.36,,Hamish KERR,1996-08-17,NZL,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-03,2024,Oceanian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
Discus Throw,71.48,,Alex ROSE,1991-11-17,SAM,"GVSU Track/Lacrosse Stadium, Allendale, MI (USA)",W,2024-05-11,2024,Oceanian Records,False,False,False,False,USA,"GVSU Track/Lacrosse Stadium, Allendale, MI",United States of America,Americas,North America,38.0,-97.0,Independent State of Samoa,Oceania,Polynesia,-13.58333333,-172.33333333
60 Metres Hurdles,7.65   *,,Devynne CHARLTON,1995-11-26,BAH,"Glasgow Arena, Glasgow (GBR) (i)",M,2024-03-03,2024,World Records,True,True,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963
60 Metres Hurdles,7.67   *,,Tia JONES,2000-09-08,USA,"Convention Center, Albuquerque, NM (USA) (i)",M,2024-02-16,2024,World Records,True,True,False,False,USA,"Convention Center, Albuquerque, NM",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
60 Metres Hurdles,7.67   *,,Devynne CHARLTON,1995-11-26,BAH,"Armory Track&Field Center, New York, NY (USA) (i)",M,2024-02-11,2024,World Records,True,True,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963
Mile Short Track,3:54.84,,Ryoma AOKI,1997-06-16,JPN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",W,2024-02-10,2024,Asian Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,Japan,Asia,Eastern Asia,36.0,138.0
60 Metres,7.06,,Zoe HOBBS,1997-09-11,NZL,"Glasgow Arena, Glasgow (GBR) (i)",M,2024-03-02,2024,Oceanian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
"10,000 Metres",28:54.14   *,,Beatrice CHEBET,2000-03-05,KEN,"Hayward Field, Eugene, OR (USA)",M,2024-05-25,2024,World Records,False,True,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
3000 Metres Short Track,8:36.03,,Nozomi TANAKA,1999-09-04,JPN,"Glasgow Arena, Glasgow (GBR) (i)",M,2024-03-02,2024,Asian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Japan,Asia,Eastern Asia,36.0,138.0
High Jump,2.03,,Nicola OLYSLAGERS,1996-12-28,AUS,"AIS Athletics Track, Canberra (AUS)",W,2024-01-27,2024,Oceanian Records,False,False,False,False,AUS,"AIS Athletics Track, Canberra",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
10 Kilometres Race Walk,43:55,,Xizhen YANG,2006-03-11,CHN,Taicang (CHN),W,2024-03-03,2024,World U20 Leading 2024,False,False,False,False,CHN,Taicang,People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
3000 Metres Short Track,8:24.39,,Jessica HULL,1996-10-22,AUS,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-02,2024,Oceanian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
Sprint Medley 1000m,1:52.19,,SLA Team,,SRI,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",M,2024-03-18,2024,World Leading 2024,False,False,False,False,SRI,"Mahinda Rajapaksha Stadium, Diyagama",Democratic Socialist Republic of Sri Lanka,Asia,Southern Asia,7.0,81.0,Democratic Socialist Republic of Sri Lanka,Asia,Southern Asia,7.0,81.0
4x400 Metres Relay,2:59.03,,Arkansas,,USA,"Percy Beard Track, Gainesville, FL (USA)",M,2024-05-11,2024,World Leading 2024,False,False,False,False,USA,"Percy Beard Track, Gainesville, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
4x400 Metres Relay Short Track,3:02.35,,Arizona State,,INT,"The Track at New Balance, Boston, MA (USA) (i)",M,2024-03-09,2024,World Leading 2024,True,False,False,False,USA,"The Track at New Balance, Boston, MA",United States of America,Americas,North America,38.0,-97.0,,,,,
4x800 Metres Relay,7:13.98,,Texas A&M,,INT,"Franklin Field, Philadelphia, PA (USA)",M,2024-04-27,2024,World Leading 2024,False,False,False,False,USA,"Franklin Field, Philadelphia, PA",United States of America,Americas,North America,38.0,-97.0,,,,,
4x800 Metres Relay Short Track,7:26.90,,Georgetown,,USA,"Gately Indoor TF Center, Chicago, IL (USA) (i)",M,2024-02-24,2024,World Leading 2024,True,False,False,False,USA,"Gately Indoor TF Center, Chicago, IL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
4x1500 Metres Relay,15:37.36,,Spårvägens FK,,SWE,"Uppsala Friidrottsarena, Uppsala (SWE)",M,2024-05-26,2024,World Leading 2024,False,False,False,False,SWE,"Uppsala Friidrottsarena, Uppsala",Kingdom of Sweden,Europe,Northern Europe,62.0,15.0,Kingdom of Sweden,Europe,Northern Europe,62.0,15.0
4x400 Metres Relay Mixed,3:10.73,,United States,,USA,"The Bahamas National Stadium, Nassau (BAH)",M,2024-05-05,2024,World Leading 2024,False,False,False,False,BAH,"The Bahamas National Stadium, Nassau",Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963,United States of America,Americas,North America,38.0,-97.0
4x200 Metres Relay,1:21.55,,Houston,,INT,"Mike A. Myers Stadium, Austin, TX (USA)",M,2024-03-30,2024,World Leading 2024,False,False,False,False,USA,"Mike A. Myers Stadium, Austin, TX",United States of America,Americas,North America,38.0,-97.0,,,,,
60 Metres,7.06,,Zoe HOBBS,1997-09-11,NZL,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-02,2024,Oceanian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
Marathon,2:16:16 Wo  *,,Peres JEPCHIRCHIR,1993-09-27,KEN,London (GBR),M,2024-04-21,2024,World Records,False,True,False,False,GBR,London,,,,,,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
Marathon,2:18:59 Wo,,Honami MAEDA,1996-07-17,JPN,Osaka (JPN),M,2024-01-28,2024,Asian Records,False,,False,True,JPN,Osaka,Japan,Asia,Eastern Asia,36.0,138.0,Japan,Asia,Eastern Asia,36.0,138.0
1500 Metres,3:55.97,,Jessica HULL,1996-10-22,AUS,"Hayward Field, Eugene, OR (USA)",W,2024-05-25,2024,Oceanian Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
10 Kilometres Road,28:46  Mx *,,Agnes Jebet NGETICH,2001-01-23,KEN,Valencia (ESP),M,2024-01-14,2024,World Records,False,True,False,False,ESP,Valencia,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
1500 Metres Short Track,4:01.19,,Jessica HULL,1996-10-22,AUS,"Armory Track&Field Center, New York, NY (USA) (i)",W,2024-02-11,2024,Oceanian Records,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
Mile Short Track,4:19.03,,Jessica HULL,1996-10-22,AUS,"Armory Track&Field Center, New York, NY (USA) (i)",W,2024-02-11,2024,Oceanian Records,True,False,False,False,USA,"Armory Track&Field Center, New York, NY",United States of America,Americas,North America,38.0,-97.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
3000 Metres,8:24.39,,Jessica HULL,1996-10-22,AUS,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-02,2024,Oceanian Records,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
Javelin Throw,85.11,,Pedro Henrique RODRIGUES,1999-06-18,BRA,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",M,2024-05-12,2024,South American Records,False,False,False,False,BRA,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba",Federative Republic of Brazil,Americas,South America,-10.0,-55.0,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
20 Kilometres Race Walk,1:35:54,,Min-ji KIM,2007-01-02,KOR,"Yecheon Stadium, Yecheon (KOR)",W,2024-05-04,2024,World U20 Leading 2024,False,False,False,False,KOR,"Yecheon Stadium, Yecheon",Republic of Korea,Asia,Eastern Asia,37.0,127.5,Republic of Korea,Asia,Eastern Asia,37.0,127.5
55 Metres,6.34,,Jake ODEY-JORDAN,2007-12-22,GBR,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",W,2024-01-12,2024,World U20 Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,,,,,
Heptathlon,5956,,Sarolta KRISZT,2006-10-28,HUN,"Lantos Mihály Sportközpont, Budapest (HUN)",W,2024-05-26,2024,World U20 Leading 2024,False,False,False,False,HUN,"Lantos Mihály Sportközpont, Budapest",Hungary,Europe,Central Europe,47.0,20.0,Hungary,Europe,Central Europe,47.0,20.0
"10,000 Metres Race Walk",40:43.88,,Emiliano BARBA,2007-03-23,MEX,"Unidad Deportiva Agustín Flores, Puerto Vallarta (MEX)",M,2024-02-03,2024,World U20 Leading 2024,False,False,False,False,MEX,"Unidad Deportiva Agustín Flores, Puerto Vallarta",United Mexican States,Americas,North America,23.0,-102.0,United Mexican States,Americas,North America,23.0,-102.0
200 Metres,19.67,+1.7,Kenneth BEDNAREK,1998-10-14,USA,"Suhaim bin Hamad Stadium, Doha (QAT)",W,2024-05-10,2024,World Leading 2024,False,False,False,False,QAT,"Suhaim bin Hamad Stadium, Doha",State of Qatar,Asia,Western Asia,25.5,51.25,United States of America,Americas,North America,38.0,-97.0
5000 Metres Race Walk Short Track,20:32.06,,Quentin CHENUET,2005-05-29,FRA,"Centre Preparation Omnisports, Vittel (FRA) (i)",M,2024-01-27,2024,World U20 Leading 2024,True,False,False,False,FRA,"Centre Preparation Omnisports, Vittel",French Republic,Europe,Western Europe,46.0,2.0,French Republic,Europe,Western Europe,46.0,2.0
5000 Metres Race Walk,19:23.96,,Isaac BEACROFT,2007-07-18,AUS,"SOPAC, Sydney (AUS)",M,2024-03-14,2024,World U20 Leading 2024,False,False,False,False,AUS,"SOPAC, Sydney",Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
3000 Metres Race Walk Short Track,11:16.57,,Aleksey LEMONOV,2006-10-25,RUS,"Virazhi Arena, Togliatti (RUS) (i)",M,2024-02-16,2024,World U20 Leading 2024,True,False,False,False,RUS,"Virazhi Arena, Togliatti",Russian Federation,Europe,Eastern Europe,60.0,100.0,Russian Federation,Europe,Eastern Europe,60.0,100.0
3000 Metres Race Walk,11:16.57,,Aleksey LEMONOV,2006-10-25,RUS,"Virazhi Arena, Togliatti (RUS) (i)",M,2024-02-16,2024,World U20 Leading 2024,True,False,False,False,RUS,"Virazhi Arena, Togliatti",Russian Federation,Europe,Eastern Europe,60.0,100.0,Russian Federation,Europe,Eastern Europe,60.0,100.0
100 Metres,9.93,+2.0,Kendal WILLIAMS,1995-09-23,USA,"National Training Center, Clermont, FL (USA)",W,2024-05-11,2024,World Leading 2024,False,False,False,False,USA,"National Training Center, Clermont, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
100 Metres,9.93,+1.6,Christian MILLER,2006-05-16,USA,"National Training Center, Clermont, FL (USA)",W,2024-04-20,2024,World Leading 2024,False,False,False,False,USA,"National Training Center, Clermont, FL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
60 Metres,6.41,,Christian COLEMAN,1996-03-06,USA,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-01,2024,World Leading 2024,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,United States of America,Americas,North America,38.0,-97.0
55 Metres,6.34,,Jake ODEY-JORDAN,2007-12-22,GBR,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",W,2024-01-12,2024,World Leading 2024,True,False,False,False,USA,"Virginia Beach Sports Center, Virginia Beach, VA",United States of America,Americas,North America,38.0,-97.0,,,,,
Marathon,2:05:42,,Dejene MEGERSA,2005-01-24,ETH,Dubai (UAE),M,2024-01-07,2024,World U20 Leading 2024,False,False,False,False,UAE,Dubai,,,,,,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
Half Marathon,1:00:13,,Abduljelil ABDULWOKIL,2005-01-14,ETH,Yangzhou (CHN),M,2024-03-31,2024,World U20 Leading 2024,False,False,False,False,CHN,Yangzhou,People's Republic of China,Asia,Eastern Asia,35.0,105.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
10 Kilometres Road,28:14,,John Nahhay WELE,2006-11-05,TAN,Valencia (ESP),M,2024-01-14,2024,World U20 Leading 2024,False,False,False,False,ESP,Valencia,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,United Republic of Tanzania,Africa,Eastern Africa,-6.0,35.0
Javelin Throw,76.68,,Xiaobo WANG,2005-02-18,CHN,"Guoxin Sports Center, Qingdao (CHN)",M,2024-05-14,2024,World U20 Leading 2024,False,False,False,False,CHN,"Guoxin Sports Center, Qingdao",People's Republic of China,Asia,Eastern Asia,35.0,105.0,People's Republic of China,Asia,Eastern Asia,35.0,105.0
Hammer Throw (6kg),78.03,,Iosif KESIDIS,2005-08-19,CYP,"GPS Stadium, Nicosia (CYP)",M,2024-03-01,2024,World U20 Leading 2024,False,False,False,False,CYP,"GPS Stadium, Nicosia",Republic of Cyprus,Europe,Southern Europe,35.0,33.0,Republic of Cyprus,Europe,Southern Europe,35.0,33.0
Hammer Throw,70.63,,Iosif KESIDIS,2005-08-19,CYP,"Centro Nacional de Lançamentos, Leiria (POR)",M,2024-03-09,2024,World U20 Leading 2024,False,False,False,False,POR,"Centro Nacional de Lançamentos, Leiria",Portuguese Republic,Europe,Southern Europe,39.5,-8.0,Republic of Cyprus,Europe,Southern Europe,35.0,33.0
50 Metres,5.71,,Usheoritse ITSEKIRI,1998-01-31,NGR,"Field House, Saskatoon (CAN) (i)",W,2024-01-26,2024,World Leading 2024,True,False,False,False,CAN,"Field House, Saskatoon",Canada,Americas,North America,60.0,-95.0,,,,,
4x800 Metres Relay Short Track,8:40.43,,Providence,,INT,"Gately Indoor TF Center, Chicago, IL (USA) (i)",W,2024-02-24,2024,World Leading 2024,True,False,False,False,USA,"Gately Indoor TF Center, Chicago, IL",United States of America,Americas,North America,38.0,-97.0,,,,,
Discus Throw (1.750kg),65.48,,Shaiquan Selbourne DUNN,2005-03-29,JAM,"National Stadium, Kingston (JAM)",M,2024-03-21,2024,World U20 Leading 2024,False,False,False,False,JAM,"National Stadium, Kingston",Jamaica,Americas,Caribbean,18.25,-77.5,Jamaica,Americas,Caribbean,18.25,-77.5
Discus Throw,59.95,,Mykhailo BRUDIN,2005-01-03,UKR,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",M,2024-03-10,2024,World U20 Leading 2024,False,False,False,False,POR,"Estádio Dr. Magalhães Pessoa, Leiria",Portuguese Republic,Europe,Southern Europe,39.5,-8.0,Ukraine,Europe,Eastern Europe,49.0,32.0
Shot Put (6kg),20.61,,Georg HARPF,2005-09-29,GER,"Turnhalle Am Regenbogen, Rochlitz (GER) (i)",M,2024-02-04,2024,World U20 Leading 2024,True,False,False,False,GER,"Turnhalle Am Regenbogen, Rochlitz",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
Shot Put,19.29,,Roury MCCLOYEN,,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",M,2024-03-30,2024,World U20 Leading 2024,False,False,False,False,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Triple Jump,17.57,-1.3,Jaydon HIBBERT,2005-01-17,JAM,"National Stadium, Kingston (JAM)",M,2024-05-11,2024,World U20 Leading 2024,False,False,False,False,JAM,"National Stadium, Kingston",Jamaica,Americas,Caribbean,18.25,-77.5,Jamaica,Americas,Caribbean,18.25,-77.5
200 Metres Short Track,20.21,,Erriyon KNIGHTON,2004-01-29,USA,"Arena Stade Couvert, Liévin (FRA) (i)",W,2024-02-10,2024,World Leading 2024,True,False,False,False,FRA,"Arena Stade Couvert, Liévin",French Republic,Europe,Western Europe,46.0,2.0,United States of America,Americas,North America,38.0,-97.0
Long Jump,8.36,+1.4,Mattia FURLANI,2005-02-07,ITA,"Centro Sportivo Fontanassa, Savona (ITA)",M,2024-05-15,2024,World U20 Leading 2024,False,False,False,False,ITA,"Centro Sportivo Fontanassa, Savona",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
200 Metres Short Track,20.21,,Terrence JONES,2002-11-08,BAH,"Sports Performance Center, Lubbock, TX (USA) (i)",W,2024-02-24,2024,World Leading 2024,True,False,False,False,USA,"Sports Performance Center, Lubbock, TX",United States of America,Americas,North America,38.0,-97.0,Commonwealth of the Bahamas,Americas,Caribbean,25.0343,77.3963
300 Metres,30.69,,Letsile TEBOGO,2003-06-07,BOT,"Pilditch Stadium, Pretoria (RSA)",W,2024-02-17,2024,World Leading 2024,False,False,False,False,RSA,"Pilditch Stadium, Pretoria",Republic of South Africa,Africa,Southern Africa,-29.0,24.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
800 Metres Short Track,1:44.92,,Bryce HOPPEL,1997-09-05,USA,"Glasgow Arena, Glasgow (GBR) (i)",W,2024-03-03,2024,World Leading 2024,True,False,False,False,GBR,"Glasgow Arena, Glasgow",,,,,,United States of America,Americas,North America,38.0,-97.0
800 Metres,1:43.55,,Aaron Kemei CHEMININGWA,1998-06-21,KEN,"Campo di Atletica, Asti (ITA)",W,2024-05-23,2024,World Leading 2024,False,False,False,False,ITA,"Campo di Atletica, Asti",Italian Republic,Europe,Southern Europe,42.83333333,12.83333333,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
600 Metres Short Track,1:14.03,,Brandon MILLER,2003-06-27,USA,"Convention Center, Albuquerque, NM (USA) (i)",W,2024-02-09,2024,World Leading 2024,True,False,False,False,USA,"Convention Center, Albuquerque, NM",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
"10,000 Metres",28:54.14,,Beatrice CHEBET,2000-03-05,KEN,"Hayward Field, Eugene, OR (USA)",M,2024-05-25,2024,World Leading 2024,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Kenya,Africa,Eastern Africa,1.0,38.0
600 Metres,1:14.03,,Brandon MILLER,2003-06-27,USA,"Convention Center, Albuquerque, NM (USA) (i)",W,2024-02-09,2024,World Leading 2024,True,False,False,False,USA,"Convention Center, Albuquerque, NM",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
55 Metres Hurdles,7.78,,Ivana LONČAREK,1991-04-08,CRO,"Velesajam Hall, Zagreb (CRO) (i)",M,2024-01-27,2024,World Leading 2024,True,False,False,False,CRO,"Velesajam Hall, Zagreb",Republic of Croatia,Europe,Southeast Europe,45.16666666,15.5,Republic of Croatia,Europe,Southeast Europe,45.16666666,15.5
